Manufacturer;Model;ICAO Designator;Description;Engine Type;Engine N°;Wake Turbulence
NORTH AMERICAN;CT-39 Sabreliner;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN;CT-39 Sabreliner;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN;CT-39 Sabreliner;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN;CT-39 Sabreliner;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN;CT-39 Sabreliner;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN;CT-39 Sabreliner;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN;CT-39 Sabreliner;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;NA-154 Navion;NAVI;LandPlane;Piston;1;L
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;PBJ Mitchell;B25;LandPlane;Piston;2;M
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN;Texan;T6;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;Commander 500;AC50;LandPlane;Piston;2;L
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;NA-265 Sabreliner 60;SBR1;LandPlane;Jet;2;M
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTH AMERICAN ROCKWELL;Snipe Commander;CLB1;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHERN;Cruisemaster;B14A;LandPlane;Piston;1;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;N-156T Talon;T38;LandPlane;Jet;2;L
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP;F-5 Azarakhsh;F5;LandPlane;Jet;2;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHROP GRUMMAN;Triton;Q4;LandPlane;Jet;1;M
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NORTHWEST TURBINE;60 Royal Turbine Duke;B60T;LandPlane;Turboprop/Turboshaft;2;L
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NURTANIO;NC-212 Aviocar;C212;LandPlane;Turboprop/Turboshaft;2;M
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
NUSANTARA;NBK-117;BK17;Helicopter;Turboprop/Turboshaft;2;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
ODESSA;Delfin;PICO;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
OLDFIELD;Super Baby Lakes;BLKS;LandPlane;Piston;1;L
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ON MARK;Marksman;B26;LandPlane;Piston;2;M
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
ORLICAN;L-60 Brigadyr;L60;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
OSKBES-MAI;MAI-960 Interfly;A910;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACI;Skyfox;FOX;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PACIFIC AEROSPACE;Akala;CT4;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PADC;Lancair ES;LNCE;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PAKISTAN;Falco;FLCO;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARADISE;P-4;PAR4;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;Charlie;OSCR;LandPlane;Piston;1;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PARTENAVIA;P-68 Victor;P68;LandPlane;Piston;2;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAULISTA;CAP-4 Paulistinha;PAUL;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PAZMANY;PL-9 Stork;PL9;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;P-10 Vega Gull;VGUL;LandPlane;Piston;1;L
PERCIVAL;Pembroke;PEMB;LandPlane;Piston;2;L
PERCIVAL;Pembroke;PEMB;LandPlane;Piston;2;L
PERCIVAL;Pembroke;PEMB;LandPlane;Piston;2;L
PERCIVAL;Pembroke;PEMB;LandPlane;Piston;2;L
PERCIVAL;Pembroke;PEMB;LandPlane;Piston;2;L
PERCIVAL;Pembroke;PEMB;LandPlane;Piston;2;L
